,Text,target,charcaters_count,words_count,sentence_count
4964,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,ham,171,39,2
4965,Its worse if if uses half way then stops. Its better for him to complete it.,ham,76,18,2
4966,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham,158,34,3
4967,Send me the new number,ham,22,5,1
4969,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam,132,24,4
4970,2 and half years i missed your friendship:-),ham,44,11,1
4972,Oh for fuck's sake she's in like tallahassee,ham,44,10,1
4973,"Haha, that was the first person I was gonna ask",ham,47,12,1
4974,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,146,30,3
4975,Taka lor. Wat time u wan 2 come n look 4 us?,ham,44,14,2
4976,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,134,27,2
4977,"\I;m reaching in another 2 stops.\""""",ham,36,10,1
4978,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham,415,115,11
4979,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam,181,41,4
4980,Will you come online today night,ham,32,6,1
4981,Then anything special?,ham,22,4,1
4982,"I'm in solihull, | do you want anything?",ham,40,11,1
4983,Will do. Have a good day,ham,24,7,2
4984,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham,160,28,1
4985,Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham,80,17,1
4986,I am on the way to tirupur.,ham,27,8,1
4987,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam,155,36,2
4988,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham,237,53,6
4989,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham,134,30,5
4990,"Just dropped em off, omw back now",ham,33,8,1
4992,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham,80,18,1
4993,Re your call; You didn't see my facebook huh?,ham,45,12,1
4994,"G says you never answer your texts, confirm/deny",ham,48,9,1
4995,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",ham,148,41,6
4997,Oh yah... We never cancel leh... Haha ,ham,38,9,1
4998,We can go 4 e normal pilates after our intro...  ,ham,49,11,1
4999,Ok... Let u noe when i leave my house.,ham,38,11,1
5000,"Oh yes, why is it like torture watching england?",ham,48,11,1
5001,Wanna do some art?! :D,ham,22,9,2
5002,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,ham,98,19,1
5004,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam,124,27,3
5005,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",ham,149,40,7
5006,Match started.india  &lt;#&gt;  for 2,ham,37,11,1
5007,Once free call me sir.,ham,22,6,1
5008,Hey do you want anything to buy:),ham,33,9,1
5009,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham,83,20,2
5010,K..k.:)congratulation ..,ham,24,7,1
5011,G wants to know where the fuck you are,ham,38,9,1
5012,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham,129,27,2
5013,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham,85,26,3
5014,ÌÏ go home liao? Ask dad to pick me up at 6...,ham,46,14,2
5015,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham,87,19,2
5016,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",ham,106,27,2
5017,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham,95,15,1
5018,Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham,86,20,3
5019,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham,107,25,1
5020,I'm already back home so no probably not,ham,40,9,1
5022,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam,137,32,1
5023,I am in bus on the way to calicut,ham,33,9,1
5024,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham,146,33,2
5025,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham,136,32,2
5026,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,140,27,2
5027,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,ham,100,24,2
5028,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham,64,17,2
5029,Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham,73,19,2
5030,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham,146,38,1
5031,I'm vivek:)i got call from your number.,ham,39,12,1
5032,Why didn't u call on your lunch?,ham,32,9,1
5033,"What i mean was i left too early to check, cos i'm working a 9-6.",ham,65,18,1
5034,I want  &lt;#&gt;  rs da:)do you have it?,ham,41,18,1
5037,I want to see your pretty pussy...,ham,34,8,1
5038,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,153,27,2
5039,"A few people are at the game, I'm at the mall with iouri and kaila",ham,66,17,1
5040,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam,160,32,5
5041,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,spam,137,25,1
5042,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,ham,133,31,3
5043,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham,125,33,4
5044,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham,132,28,4
5045,Hey come online! Use msn... We are all there,ham,44,11,2
5046,I'm fine. Hope you are good. Do take care.,ham,42,13,3
5047,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham,142,31,4
5048,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham,62,17,2
5049,Yar... I tot u knew dis would happen long ago already.,ham,54,13,2
5050,You are gorgeous! keep those pix cumming :) thank you!,ham,54,13,2
5052,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham,90,26,5
5053,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham,111,26,4
5054,So what u doing today?,ham,22,6,1
5055,I said its okay. Sorry,ham,22,6,2
5056,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham,57,18,2
5057,Networking job is there.,ham,24,5,1
5058,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam,138,27,3
5059,Dont let studying stress you out. L8r.,ham,38,9,2
5060,That's y u haf 2 keep me busy...,ham,32,10,1
5061,No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham,70,20,3
5062,Which channel:-):-):):-).,ham,25,14,1
5063,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham,96,23,3
5064,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,177,32,2
5065,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",ham,97,25,4
5066,I'm hungry buy smth home...,ham,27,7,1
5067,\HEY KATE,ham,9,2,1
5068,My drive can only be read. I need to write,ham,42,11,2
5069,"Just looked it up and addie goes back Monday, sucks to be her",ham,61,14,1
5070,Happy new year. Hope you are having a good semester,ham,51,11,2
5071,Esplanade lor. Where else...,ham,28,6,2
5072,Can you talk with me..,ham,22,6,1
5073,"Hmph. Go head, big baller.",ham,26,8,2
5074,Well its not like you actually called someone a punto. That woulda been worse.,ham,78,16,2
5075,"Nope. Since ayo travelled, he has forgotten his guy",ham,51,11,2
5076,You still around? Looking to pick up later,ham,42,9,2
5077,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam,169,27,1
5078,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham,247,65,4
5079,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham,81,20,2
5080,ILL B DOWN SOON,ham,15,4,1
5081,Oh k. . I will come tomorrow,ham,28,7,2
5082,Go fool dont cheat others ok,ham,28,6,1
5083,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham,78,12,1
5084,"By the way, 'rencontre' is to meet again. Mountains dont....",ham,60,14,2
5085,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam,156,27,2
5086,U attend ur driving lesson how many times a wk n which day?,ham,59,14,1
5087,"Uncle G, just checking up on you. Do have a rewarding month",ham,59,14,2
5088,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,ham,146,36,4
5089,I think the other two still need to get cash but we can def be ready by 9,ham,73,18,1
5090,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,ham,47,13,1
5091,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam,154,25,3
5092,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham,152,40,8
5093,Great! How is the office today?,ham,31,8,2
5094,"It's cool, we can last a little while. Getting more any time soon?",ham,66,17,2
5095,:-( sad puppy noise,ham,19,6,1
5096,Yes its possible but dint try. Pls dont tell to any one k,ham,57,14,2
5097,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham,100,20,1
5098,Where you. What happen,ham,22,5,2
5099,I was gonna ask you lol but i think its at 7,ham,44,13,1
5100,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam,146,24,2
5101,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam,133,20,4
5102,Go chase after her and run her over while she's crossing the street,ham,67,14,1
5103,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,126,26,3
5105,Hey... Very inconvenient for your sis a not huh?,ham,48,11,2
5106,Ok i vl..do u know i got adsense approved..,ham,43,12,1
5107,"* Was really good to see you the other day dudette, been missing you!",ham,69,16,1
5108,I want to go to perumbavoor,ham,27,6,1
5109,How many times i told in the stage all use to laugh. You not listen aha.,ham,72,18,2
5111,(You didn't hear it from me),ham,28,9,1
5112,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham,133,31,3
5113,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham,98,22,1
5114,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,135,27,3
5115,She ran off with a younger man. we will make pretty babies together :),ham,70,16,2
5116,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam,109,27,6
5117,O ic lol. Should play 9 doors sometime yo,ham,41,10,2
5118,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",ham,111,31,3
5120,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham,89,22,4
5121,Hmmm.still we dont have opener?,ham,31,6,1
5122,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham,89,21,1
5124,I will vote for wherever my heart guides me,ham,43,9,1
5125,With my sis lor... We juz watched italian job.,ham,46,11,1
5126,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",ham,111,29,3
5127,Lmao you know me so well...,ham,27,7,1
5129,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham,175,40,4
5130,Goodnight da thangam I really miss u dear.,ham,42,9,1
5131,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham,138,32,1
5132,"Geeeee ... Your internet is really bad today, eh ?",ham,50,11,2
5133,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam,145,25,2
5134,I think i am disturbing her da,ham,30,7,1
5135,"Sorry, I'll call you  later. I am in meeting sir.",ham,49,14,2
5136,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham,91,24,4
5137,Ok i also wan 2 watch e 9 pm show...,ham,36,11,1
5138,I dunno lei... Like dun haf...,ham,30,8,1
5139,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham,63,23,2
5140,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham,119,26,3
5141,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam,132,20,2
5142,Talk to g and x about that,ham,26,7,1
5143,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham,82,22,2
5144,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam,160,36,3
5145,As in different styles?,ham,23,5,1
5146,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,spam,137,25,5
5147,Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham,53,15,1
5149,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",spam,132,27,2
5150,"Well, i'm glad you didn't find it totally disagreeable ... Lol",ham,62,14,1
5151,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",ham,74,23,4
5152,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam,158,30,2
5153,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham,93,23,3
5154,\Keep ur problems in ur heart,ham,29,6,1
5155,"Yeah, give me a call if you've got a minute",ham,43,12,1
5156,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,ham,119,17,1
5157,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),ham,256,49,4
5158,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,ham,51,14,2
5159,Hey happy birthday...,ham,21,4,1
5160,Sorry i missed your call. Can you please call back.,ham,51,12,2
5161,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham,85,22,2
5162,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",ham,94,20,1
5163,I wont do anything de.,ham,22,6,1
5164,What type of stuff do you sing?,ham,31,8,1
5165,"St andre, virgil's cream",ham,24,6,1
5167,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",ham,65,17,1
5168,Gokila is talking with you aha:),ham,32,8,1
5169,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",ham,120,22,2
5170,K.k.this month kotees birthday know?,ham,36,6,1
5171,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,ham,71,21,2
5172,Sorry about that this is my mates phone and i didnt write it love Kate,ham,70,15,1
5173,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam,149,33,2
5174,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham,166,38,3
5175,"Aight, call me once you're close",ham,32,8,1
5176,Nope thats fine. I might have a nap tho! ,ham,41,11,2
5177,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam,153,25,1
5178,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham,98,19,2
5181,Ding me on ya break fassyole! Blacko from londn,ham,47,10,2
5182,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham,57,15,1
5184,Oh you got many responsibilities.,ham,33,6,1
5185,You have 1 new message. Please call 08715205273,spam,47,9,2
5186,I've reached sch already...,ham,27,6,1
5187,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam,159,30,4
5188,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham,91,20,2
5189,Argh why the fuck is nobody in town ;_;,ham,39,11,1
5190,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam,156,33,3
5191,Thanks. Fills me with complete calm and reassurance! ,ham,53,10,2
5192,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,ham,88,15,1
5193,Are you driving or training?,ham,28,6,1
5194,Lol for real. She told my dad I have cancer,ham,43,11,2
5195,PRIVATE! Your 2003 Account Statement for 078,spam,44,8,2
5196,"Oops I did have it,  &lt;#&gt; ?",ham,32,14,1
5197,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",ham,73,17,1
5198,"Hi Chikku, send some nice msgs",ham,30,7,1
5199,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham,154,33,2
5200,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",ham,107,27,1
5201,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",ham,101,22,3
5202,Cuz ibored. And don wanna study,ham,31,8,2
5203,Wot about on wed nite I am 3 then but only til 9!,ham,49,14,1
5205,Any way where are you and what doing.,ham,37,9,1
5206,That sucks. I'll go over so u can do my hair. You'll do it free right?,ham,70,21,3
5207,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,ham,114,30,4
5208,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham,116,29,2
5209,Sday only joined.so training we started today:),ham,47,9,1
5210,Sorry * was at the grocers.,ham,27,7,1
5211,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham,87,18,1
5212,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,164,35,4
5213,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,ham,88,22,3
5214,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham,228,55,5
5215,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham,102,20,2
5217,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham,133,29,2
5218,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham,88,21,1
5219,I'm in office now da:)where are you?,ham,36,12,1
5220,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham,77,22,3
5221,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham,104,20,4
5222,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam,156,28,2
5223,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham,87,23,1
5224,Pls call me da. What happen.,ham,28,8,2
5225,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham,130,28,1
5226,No problem with the renewal. I.ll do it right away but i dont know his details.,ham,79,18,2
5227,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham,184,43,3
5228,Haven't left yet so probably gonna be here til dinner,ham,53,12,1
5229,"Like  &lt;#&gt; , same question",ham,31,11,1
5230,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham,85,22,3
5231,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",ham,77,16,1
5232,K k:) sms chat with me.,ham,23,9,1
5233,I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham,76,16,2
5234,No but the bluray player can,ham,28,6,1
5235,Ok... Then r we meeting later?,ham,30,8,1
5236,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham,75,20,3
5237,Just send a text. We'll skype later.,ham,36,10,2
5238,Ok leave no need to ask,ham,23,6,1
5240,ÌÏ still got lessons?  ÌÏ in sch?,ham,33,9,2
5241,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham,99,27,3
5242,Oh did you charge camera,ham,24,5,1
5243,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",ham,67,17,1
5244,Now i'm going for lunch.,ham,24,7,1
5245,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,ham,85,24,1
5247,"Aight, text me tonight and we'll see what's up",ham,46,12,1
5248,U 2.,ham,4,3,1
5249,Water logging in desert. Geoenvironmental implications.,ham,55,8,2
5252,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham,86,21,3
5253,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam,119,29,3
5254,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",ham,101,27,1
5255,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham,157,45,9
5256,K sure am in my relatives home. Sms me de. Pls:-),ham,49,16,3
5258,"Fuuuuck I need to stop sleepin, sup",ham,35,8,1
5259,I'm in town now so i'll jus take mrt down later.,ham,48,14,1
5260,I just cooked a rather nice salmon a la you,ham,43,10,1
5261,I uploaded mine to Facebook,ham,27,5,1
5262,WHAT TIME U WRKIN?,ham,18,5,1
5264,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,142,36,2
5265,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam,156,32,3
5267,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham,69,17,1
5268,"It's wylie, you in tampa or sarasota?",ham,37,10,1
5269,Ok... Take ur time n enjoy ur dinner...,ham,39,10,1
5270,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham,134,33,3
5271,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spam,150,29,1
5272,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,ham,85,20,2
5273,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham,116,25,4
5274,Ugh my leg hurts. Musta overdid it on mon.,ham,42,11,2
5275,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam,151,29,5
5277,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham,40,9,1
5279,How come she can get it? Should b quite diff to guess rite...,ham,61,15,2
5280,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam,160,27,3
5282,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham,109,29,4
5283,Hi.what you think about match?,ham,30,6,1
5284,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham,329,67,6
5285,Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham,91,19,1
5286,It is only yesterday true true.,ham,31,7,1
5287,K.k.how is your business now?,ham,29,6,1
5288,3 pa but not selected.,ham,22,6,1
5292,Well thats nice. Too bad i cant eat it,ham,38,10,2
5293,I accidentally brought em home in the box,ham,41,8,1
5294,Pls she needs to dat slowly or she will vomit more.,ham,51,12,1
5295,I have to take exam with in march 3,ham,35,9,1
5296,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham,89,24,3
5297,5 nights...We nt staying at port step liao...Too ex,ham,51,13,1
5298,If I die I want u to have all my stuffs.,ham,40,12,1
5299,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",ham,112,31,6
5302,I re-met alex nichols from middle school and it turns out he's dealing!,ham,71,15,1
5303,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam,146,27,3
5304,It means u could not keep ur words.,ham,35,9,1
5305,"Nope, I'm still in the market",ham,29,8,1
